[ 2025-02-08 14:15:43,335 ] 16 root - INFO - Initiate the data ingestion
[ 2025-02-08 14:16:33,026 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-02-08 14:16:33,027 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-08 14:16:33,027 ] 75 root - INFO - Exporting train and test file path.
[ 2025-02-08 14:16:33,094 ] 84 root - INFO - Exported train and test file path.
[ 2025-02-08 14:16:33,095 ] 18 root - INFO - Data Initiation completed
[ 2025-02-08 14:16:33,101 ] 23 root - INFO - Initiate the data validation
[ 2025-02-08 14:16:33,169 ] 33 root - INFO - Required number of columns is 2
[ 2025-02-08 14:16:33,169 ] 34 root - INFO - Dataframe has columns: 31
[ 2025-02-08 14:16:33,169 ] 33 root - INFO - Required number of columns is 2
[ 2025-02-08 14:16:33,169 ] 34 root - INFO - Dataframe has columns: 31
[ 2025-02-08 14:16:33,334 ] 25 root - INFO - Data Validation completed
[ 2025-02-08 14:16:33,334 ] 29 root - INFO - Data Trasformation started
[ 2025-02-08 14:16:33,334 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-02-08 14:16:33,334 ] 64 root - INFO - Starting data transformation
[ 2025-02-08 14:16:33,373 ] 47 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-02-08 14:16:33,373 ] 52 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-02-08 14:16:33,386 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-08 14:16:33,390 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-08 14:16:33,390 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-08 14:16:33,394 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-08 14:16:33,396 ] 33 root - INFO - Data Trasformation completed
[ 2025-02-08 14:16:33,396 ] 35 root - INFO - Model Trainig Started
[ 2025-02-08 14:19:35,833 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-08 14:19:35,834 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-08 14:19:35,834 ] 123 root - INFO - Model Trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_08_2025_14_15_38\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914063289859468, precision_score=0.9901050080775444, recall_score=0.9927110751164203), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.973920130399348, precision_score=0.9668284789644013, recall_score=0.9811165845648604))
[ 2025-02-08 14:19:35,838 ] 40 root - INFO - Model Training artifact created
